code,description_en,description_pt,intervention_en,intervention_pt,outcome_en,outcome_pt,nanda_edition,nanda_domain,nanda_class,nanda_source_page,nanda_pdf_page,nic_edition,nic_code,nic_label_en,nic_label_pt,noc_edition,noc_code,noc_label_en,noc_label_pt,mapping_status,mapping_confidence,mapping_methodology,mapping_review_date,mapping_reference,mapping_rationale,mapping_notes
00440,Risk for disrupted family interaction patterns,Risco de padrões de interação familiar interrompidos,"NIC 7100 — Family Integrity Promotion. Local example activities: identify family strengths, roles, communication patterns, cultural values and the changes created by illness or life transition; ask each involved person what they understand, what they can realistically contribute and where conflict or overload exists; facilitate shared goals, clear roles and regular communication while preserving the patient’s preferences and confidentiality; connect the family with practical, psychosocial, cultural, spiritual or respite supports as needed; reassess functioning after major clinical or social changes and escalate safeguarding, violence or severe caregiver-burden concerns.","NIC 7100 — Promoção da Integridade Familiar. Exemplos locais de atividades: identificar forças familiares, papéis, padrões de comunicação, valores culturais e mudanças provocadas por doença ou transição de vida; perguntar a cada pessoa envolvida o que compreende, o que pode contribuir realisticamente e onde há conflito ou sobrecarga; facilitar metas compartilhadas, papéis claros e comunicação regular preservando preferências e confidencialidade do paciente; conectar família a apoios práticos, psicossociais, culturais, espirituais ou de descanso conforme necessário; reavaliar funcionamento após grandes mudanças e escalar preocupações de proteção, violência ou sobrecarga grave.","NOC 2602 — Family Functioning. Local evaluation examples: assess whether family members can communicate important information, negotiate roles, participate in agreed care and solve practical problems without persistent conflict or unsafe burden; document availability of emotional/practical support and whether responsibilities are shared in a workable way; assess caregiver strain and family ability to adapt when the patient’s needs change; compare with the family’s own goals and cultural context; use selected licensed NOC indicators/scale for formal scoring and escalate safeguarding or severe caregiver-burden concerns.","NOC 2602 — Funcionamento Familiar. Exemplos locais de avaliação: avaliar se familiares conseguem comunicar informações importantes, negociar papéis, participar do cuidado acordado e resolver problemas práticos sem conflito persistente ou sobrecarga insegura; documentar disponibilidade de apoio emocional/prático e se responsabilidades são divididas de forma viável; avaliar sobrecarga do cuidador e capacidade familiar de adaptação quando necessidades do paciente mudam; comparar com objetivos da própria família e contexto cultural; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal e escalar preocupações de proteção ou sobrecarga grave.","NANDA-I 2024-2026, 13th edition",7,2,456,563,"Nursing Interventions Classification (NIC), 8th edition",7100,Family Integrity Promotion,Promoção da Integridade Familiar,"Nursing Outcomes Classification (NOC), 7th edition",2602,Family Functioning,Funcionamento Familiar,curated_current_editions_contextual,high,"Context-aware educational NANDA-to-NIC/NOC mapping curated against NANDA-I 2024-2026 (13th), NIC 8th, and NOC 7th. Legacy primary fields are retained for compatibility; the API also exposes alternative/context-specific links. It is not an official crosswalk and does not replace clinical judgment or local protocols.",2026-09-08,https://doi.org/10.1111/2047-3095.12323,Family Integrity/Process interventions and Family Functioning directly address family interaction/process patterns.,"Compatibility primary mapping plus context-specific alternatives where indicated. Select interventions/outcomes after patient assessment; use licensed source content for definitions, indicators, activities, scales, and scoring."
00388,Impaired family processes,Processos familiares prejudicados,"NIC 7100 — Family Integrity Promotion. Local example activities: identify family strengths, roles, communication patterns, cultural values and the changes created by illness or life transition; ask each involved person what they understand, what they can realistically contribute and where conflict or overload exists; facilitate shared goals, clear roles and regular communication while preserving the patient’s preferences and confidentiality; connect the family with practical, psychosocial, cultural, spiritual or respite supports as needed; reassess functioning after major clinical or social changes and escalate safeguarding, violence or severe caregiver-burden concerns.","NIC 7100 — Promoção da Integridade Familiar. Exemplos locais de atividades: identificar forças familiares, papéis, padrões de comunicação, valores culturais e mudanças provocadas por doença ou transição de vida; perguntar a cada pessoa envolvida o que compreende, o que pode contribuir realisticamente e onde há conflito ou sobrecarga; facilitar metas compartilhadas, papéis claros e comunicação regular preservando preferências e confidencialidade do paciente; conectar família a apoios práticos, psicossociais, culturais, espirituais ou de descanso conforme necessário; reavaliar funcionamento após grandes mudanças e escalar preocupações de proteção, violência ou sobrecarga grave.","NOC 2602 — Family Functioning. Local evaluation examples: assess whether family members can communicate important information, negotiate roles, participate in agreed care and solve practical problems without persistent conflict or unsafe burden; document availability of emotional/practical support and whether responsibilities are shared in a workable way; assess caregiver strain and family ability to adapt when the patient’s needs change; compare with the family’s own goals and cultural context; use selected licensed NOC indicators/scale for formal scoring and escalate safeguarding or severe caregiver-burden concerns.","NOC 2602 — Funcionamento Familiar. Exemplos locais de avaliação: avaliar se familiares conseguem comunicar informações importantes, negociar papéis, participar do cuidado acordado e resolver problemas práticos sem conflito persistente ou sobrecarga insegura; documentar disponibilidade de apoio emocional/prático e se responsabilidades são divididas de forma viável; avaliar sobrecarga do cuidador e capacidade familiar de adaptação quando necessidades do paciente mudam; comparar com objetivos da própria família e contexto cultural; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal e escalar preocupações de proteção ou sobrecarga grave.","NANDA-I 2024-2026, 13th edition",7,2,457,565,"Nursing Interventions Classification (NIC), 8th edition",7100,Family Integrity Promotion,Promoção da Integridade Familiar,"Nursing Outcomes Classification (NOC), 7th edition",2602,Family Functioning,Funcionamento Familiar,curated_current_editions_contextual,high,"Context-aware educational NANDA-to-NIC/NOC mapping curated against NANDA-I 2024-2026 (13th), NIC 8th, and NOC 7th. Legacy primary fields are retained for compatibility; the API also exposes alternative/context-specific links. It is not an official crosswalk and does not replace clinical judgment or local protocols.",2026-09-08,https://doi.org/10.1111/2047-3095.12323,Family Integrity/Process interventions and Family Functioning directly address family interaction/process patterns.,"Compatibility primary mapping plus context-specific alternatives where indicated. Select interventions/outcomes after patient assessment; use licensed source content for definitions, indicators, activities, scales, and scoring."
00159,Readiness for enhanced family processes,Preparação para processos familiares aprimorados,"NIC 7100 — Family Integrity Promotion. Local example activities: identify family strengths, roles, communication patterns, cultural values and the changes created by illness or life transition; ask each involved person what they understand, what they can realistically contribute and where conflict or overload exists; facilitate shared goals, clear roles and regular communication while preserving the patient’s preferences and confidentiality; connect the family with practical, psychosocial, cultural, spiritual or respite supports as needed; reassess functioning after major clinical or social changes and escalate safeguarding, violence or severe caregiver-burden concerns.","NIC 7100 — Promoção da Integridade Familiar. Exemplos locais de atividades: identificar forças familiares, papéis, padrões de comunicação, valores culturais e mudanças provocadas por doença ou transição de vida; perguntar a cada pessoa envolvida o que compreende, o que pode contribuir realisticamente e onde há conflito ou sobrecarga; facilitar metas compartilhadas, papéis claros e comunicação regular preservando preferências e confidencialidade do paciente; conectar família a apoios práticos, psicossociais, culturais, espirituais ou de descanso conforme necessário; reavaliar funcionamento após grandes mudanças e escalar preocupações de proteção, violência ou sobrecarga grave.","NOC 2602 — Family Functioning. Local evaluation examples: assess whether family members can communicate important information, negotiate roles, participate in agreed care and solve practical problems without persistent conflict or unsafe burden; document availability of emotional/practical support and whether responsibilities are shared in a workable way; assess caregiver strain and family ability to adapt when the patient’s needs change; compare with the family’s own goals and cultural context; use selected licensed NOC indicators/scale for formal scoring and escalate safeguarding or severe caregiver-burden concerns.","NOC 2602 — Funcionamento Familiar. Exemplos locais de avaliação: avaliar se familiares conseguem comunicar informações importantes, negociar papéis, participar do cuidado acordado e resolver problemas práticos sem conflito persistente ou sobrecarga insegura; documentar disponibilidade de apoio emocional/prático e se responsabilidades são divididas de forma viável; avaliar sobrecarga do cuidador e capacidade familiar de adaptação quando necessidades do paciente mudam; comparar com objetivos da própria família e contexto cultural; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal e escalar preocupações de proteção ou sobrecarga grave.","NANDA-I 2024-2026, 13th edition",7,2,460,569,"Nursing Interventions Classification (NIC), 8th edition",7100,Family Integrity Promotion,Promoção da Integridade Familiar,"Nursing Outcomes Classification (NOC), 7th edition",2602,Family Functioning,Funcionamento Familiar,curated_current_editions_contextual,high,"Context-aware educational NANDA-to-NIC/NOC mapping curated against NANDA-I 2024-2026 (13th), NIC 8th, and NOC 7th. Legacy primary fields are retained for compatibility; the API also exposes alternative/context-specific links. It is not an official crosswalk and does not replace clinical judgment or local protocols.",2026-09-08,https://doi.org/10.1111/2047-3095.12323,Family Integrity/Process interventions and Family Functioning directly address family interaction/process patterns.,"Compatibility primary mapping plus context-specific alternatives where indicated. Select interventions/outcomes after patient assessment; use licensed source content for definitions, indicators, activities, scales, and scoring."
00439,Risk for disrupted attachment behaviours,Risco de comportamentos de apego perturbado,"NIC 7110 — Family Involvement Promotion. Local example activities: ask the patient who they want involved and in what aspects of information, decisions and hands-on care; assess family willingness, skills, relationship safety and ability to participate rather than assuming availability; invite chosen family members to care planning and teach condition-specific tasks using demonstration and teach-back, with clear limits on what requires professional care; coordinate consistent roles, contact points and follow-up and provide accessible written instructions; review the arrangement when the patient’s wishes, capacity, attachment needs or family circumstances change.","NIC 7110 — Promoção do Envolvimento Familiar. Exemplos locais de atividades: perguntar ao paciente quem deseja envolver e em quais aspectos de informação, decisões e cuidado prático; avaliar disposição, habilidades, segurança relacional e capacidade da família em vez de presumir disponibilidade; convidar familiares escolhidos para planejamento e ensinar tarefas específicas com demonstração e teach-back, deixando claro o que exige cuidado profissional; coordenar papéis, pontos de contato e seguimento consistentes e fornecer instruções acessíveis; revisar arranjo quando desejos, capacidade, necessidades de vínculo ou circunstâncias familiares mudarem.","NOC 1500 — Parent-Infant Attachment. Local evaluation examples: observe whether the caregiver notices and responds consistently to the infant’s hunger, comfort and stress cues; assess warm, safe physical contact, comforting, eye/face-to-face interaction and participation in routine care as culturally appropriate; document the caregiver’s confidence and ability to soothe and engage the infant without overstimulation; assess whether separation, illness, mental-health difficulties or social stressors are interfering with interaction and whether support improves participation; use the selected licensed NOC indicators/scale for formal scoring and arrange additional support when attachment opportunities remain disrupted.","NOC 1500 — Vínculo Pais-Lactente. Exemplos locais de avaliação: observar se o cuidador percebe e responde de forma consistente aos sinais de fome, conforto e estresse do lactente; avaliar contato físico caloroso e seguro, capacidade de confortar, interação olho/face a face e participação nos cuidados de rotina conforme a cultura; documentar confiança do cuidador e capacidade de acalmar e interagir com o lactente sem superestimulação; avaliar se separação, doença, dificuldades de saúde mental ou estressores sociais estão interferindo na interação e se o apoio melhora a participação; utilizar os indicadores/escala NOC licenciados selecionados para a pontuação formal e organizar apoio adicional quando as oportunidades de vínculo permanecerem prejudicadas.","NANDA-I 2024-2026, 13th edition",7,2,461,570,"Nursing Interventions Classification (NIC), 8th edition",7110,Family Involvement Promotion,Promoção do Envolvimento Familiar,"Nursing Outcomes Classification (NOC), 7th edition",1500,Parent-Infant Attachment,Vínculo Pais-Lactente,curated_current_editions_contextual,moderate,"Context-aware educational NANDA-to-NIC/NOC mapping curated against NANDA-I 2024-2026 (13th), NIC 8th, and NOC 7th. Legacy primary fields are retained for compatibility; the API also exposes alternative/context-specific links. It is not an official crosswalk and does not replace clinical judgment or local protocols.",2026-09-08,https://doi.org/10.1111/2047-3095.12323,Family involvement supports attachment processes; Parent-Infant Attachment is the closest NOC outcome.,"Compatibility primary mapping plus context-specific alternatives where indicated. Select interventions/outcomes after patient assessment; use licensed source content for definitions, indicators, activities, scales, and scoring."
00055,Ineffective role performance,Desempenho de função ineficaz,"NIC 5370 — Role Enhancement. Local example activities: identify the roles the person values at home, work, family and community and how illness, disability or life change has altered expectations or performance; clarify realistic role responsibilities with the person and relevant others rather than assuming previous roles must be restored unchanged; break difficult role tasks into achievable steps and arrange rehabilitation, workplace, family or social supports; practise communication and boundary-setting around role changes and redistribute tasks when necessary; evaluate participation, satisfaction and overload and revise the plan as recovery or circumstances change.","NIC 5370 — Melhora do Papel. Exemplos locais de atividades: identificar papéis valorizados em casa, trabalho, família e comunidade e como doença, deficiência ou mudança de vida alterou expectativas ou desempenho; clarificar responsabilidades realistas com a pessoa e outros relevantes sem presumir que papéis anteriores devam ser restaurados sem mudança; dividir tarefas difíceis em etapas alcançáveis e organizar apoio de reabilitação, trabalho, família ou social; praticar comunicação e definição de limites sobre mudanças de papel e redistribuir tarefas quando necessário; avaliar participação, satisfação e sobrecarga e revisar o plano conforme recuperação ou circunstâncias mudarem.","NOC 1501 — Role Performance. Local example evaluation: identify the role or roles the person values and the specific responsibilities affected by illness or life change; assess ability to perform essential role tasks, communicate expectations and accept or negotiate changed responsibilities; document satisfaction, conflict, overload and support required rather than comparing with a stereotyped role; evaluate whether rehabilitation, workplace or family adaptation or redistributed tasks improve participation; use selected licensed NOC indicators and scale for formal scoring and revise goals as circumstances change.","NOC 1501 — Desempenho de Papel. Exemplo local de avaliação: identificar papéis valorizados e responsabilidades específicas afetadas por doença ou mudança; avaliar capacidade de realizar tarefas essenciais, comunicar expectativas e aceitar ou negociar responsabilidades alteradas; documentar satisfação, conflito, sobrecarga e apoio necessário sem comparar com papel estereotipado; avaliar se reabilitação, adaptação de trabalho ou família ou redistribuição de tarefas melhora participação; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e revisar metas conforme circunstâncias.","NANDA-I 2024-2026, 13th edition",7,3,463,572,"Nursing Interventions Classification (NIC), 8th edition",5370,Role Enhancement,Melhora do Papel,"Nursing Outcomes Classification (NOC), 7th edition",1501,Role Performance,Desempenho de Papel,curated_current_editions_contextual,high,"Context-aware educational NANDA-to-NIC/NOC mapping curated against NANDA-I 2024-2026 (13th), NIC 8th, and NOC 7th. Legacy primary fields are retained for compatibility; the API also exposes alternative/context-specific links. It is not an official crosswalk and does not replace clinical judgment or local protocols.",2026-09-08,https://doi.org/10.1111/2047-3095.12323,Role Enhancement and Role Performance directly match ineffective role performance.,"Compatibility primary mapping plus context-specific alternatives where indicated. Select interventions/outcomes after patient assessment; use licensed source content for definitions, indicators, activities, scales, and scoring."
00449,Ineffective intimate relationship,relacionamento íntimo ineficaz,"NIC 5240 — Counselling. Local example activities: create a private, non-judgmental space for the person or couple to identify the relationship issue, goals and what each person is willing to discuss; assess communication patterns, expectations, stressors, intimacy, caregiving burden and safety, including coercion or violence, before framing the issue as a mutual relationship problem; support active listening, clear requests, boundaries and collaborative problem solving when both parties can participate safely; avoid couple-focused counselling when abuse or coercive control makes joint work unsafe and follow safeguarding pathways; refer persistent complex conflict, sexual-health or mental-health concerns to appropriate specialists.","NIC 5240 — Aconselhamento. Exemplos locais de atividades: criar espaço privado e não julgador para a pessoa ou casal identificar questão relacional, objetivos e o que cada um aceita discutir; avaliar padrões de comunicação, expectativas, estressores, intimidade, sobrecarga de cuidado e segurança, incluindo coerção ou violência, antes de enquadrar a questão como problema do casal; apoiar escuta ativa, pedidos claros, limites e resolução colaborativa quando ambos puderem participar com segurança; evitar aconselhamento conjunto quando abuso ou controle coercitivo tornar o trabalho inseguro e seguir fluxos de proteção; encaminhar conflito complexo persistente, questões de saúde sexual ou mental para especialistas apropriados.","NOC 1502 — Social Interaction Skills. Local example evaluation: observe whether the person can initiate, maintain and end interactions, express needs or boundaries, listen and respond to others in relationships that matter to them; document communication barriers, anxiety, conflict patterns and ability to use repair or problem-solving strategies; assess reciprocity and safety rather than judging sociability by frequency alone; compare comfort and effectiveness across relevant settings and relationships; use selected licensed NOC indicators and scale for formal scoring and address coercion, abuse or severe social anxiety separately.","NOC 1502 — Habilidades de Interação Social. Exemplo local de avaliação: observar se a pessoa consegue iniciar, manter e encerrar interações, expressar necessidades ou limites, ouvir e responder em relações importantes; documentar barreiras de comunicação, ansiedade, padrões de conflito e capacidade de usar reparo ou resolução de problemas; avaliar reciprocidade e segurança em vez de julgar sociabilidade apenas pela frequência; comparar conforto e eficácia em contextos e relacionamentos relevantes; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e abordar coerção, abuso ou ansiedade social grave separadamente.","NANDA-I 2024-2026, 13th edition",7,3,465,574,"Nursing Interventions Classification (NIC), 8th edition",5240,Counselling,Aconselhamento,"Nursing Outcomes Classification (NOC), 7th edition",1502,Social Interaction Skills,Habilidades de Interação Social,curated_current_editions_contextual,moderate,"Context-aware educational NANDA-to-NIC/NOC mapping curated against NANDA-I 2024-2026 (13th), NIC 8th, and NOC 7th. Legacy primary fields are retained for compatibility; the API also exposes alternative/context-specific links. It is not an official crosswalk and does not replace clinical judgment or local protocols.",2026-09-08,https://doi.org/10.1111/jan.16652,Counselling plus social interaction skills is a safer relationship-focused linkage than the prior pregnancy-specific mapping.,"Compatibility primary mapping plus context-specific alternatives where indicated. Select interventions/outcomes after patient assessment; use licensed source content for definitions, indicators, activities, scales, and scoring."
00445,Risk for ineffective intimate partner relationship,Risco de relacionamento íntimo ineficaz,"NIC 5240 — Counselling. Local example activities: create a private, non-judgmental space for the person or couple to identify the relationship issue, goals and what each person is willing to discuss; assess communication patterns, expectations, stressors, intimacy, caregiving burden and safety, including coercion or violence, before framing the issue as a mutual relationship problem; support active listening, clear requests, boundaries and collaborative problem solving when both parties can participate safely; avoid couple-focused counselling when abuse or coercive control makes joint work unsafe and follow safeguarding pathways; refer persistent complex conflict, sexual-health or mental-health concerns to appropriate specialists.","NIC 5240 — Aconselhamento. Exemplos locais de atividades: criar espaço privado e não julgador para a pessoa ou casal identificar questão relacional, objetivos e o que cada um aceita discutir; avaliar padrões de comunicação, expectativas, estressores, intimidade, sobrecarga de cuidado e segurança, incluindo coerção ou violência, antes de enquadrar a questão como problema do casal; apoiar escuta ativa, pedidos claros, limites e resolução colaborativa quando ambos puderem participar com segurança; evitar aconselhamento conjunto quando abuso ou controle coercitivo tornar o trabalho inseguro e seguir fluxos de proteção; encaminhar conflito complexo persistente, questões de saúde sexual ou mental para especialistas apropriados.","NOC 1502 — Social Interaction Skills. Local example evaluation: observe whether the person can initiate, maintain and end interactions, express needs or boundaries, listen and respond to others in relationships that matter to them; document communication barriers, anxiety, conflict patterns and ability to use repair or problem-solving strategies; assess reciprocity and safety rather than judging sociability by frequency alone; compare comfort and effectiveness across relevant settings and relationships; use selected licensed NOC indicators and scale for formal scoring and address coercion, abuse or severe social anxiety separately.","NOC 1502 — Habilidades de Interação Social. Exemplo local de avaliação: observar se a pessoa consegue iniciar, manter e encerrar interações, expressar necessidades ou limites, ouvir e responder em relações importantes; documentar barreiras de comunicação, ansiedade, padrões de conflito e capacidade de usar reparo ou resolução de problemas; avaliar reciprocidade e segurança em vez de julgar sociabilidade apenas pela frequência; comparar conforto e eficácia em contextos e relacionamentos relevantes; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e abordar coerção, abuso ou ansiedade social grave separadamente.","NANDA-I 2024-2026, 13th edition",7,3,467,577,"Nursing Interventions Classification (NIC), 8th edition",5240,Counselling,Aconselhamento,"Nursing Outcomes Classification (NOC), 7th edition",1502,Social Interaction Skills,Habilidades de Interação Social,curated_current_editions_contextual,moderate,"Context-aware educational NANDA-to-NIC/NOC mapping curated against NANDA-I 2024-2026 (13th), NIC 8th, and NOC 7th. Legacy primary fields are retained for compatibility; the API also exposes alternative/context-specific links. It is not an official crosswalk and does not replace clinical judgment or local protocols.",2026-09-08,https://doi.org/10.1111/jan.16652,Counselling plus social interaction skills is a safer relationship-focused linkage than the prior pregnancy-specific mapping.,"Compatibility primary mapping plus context-specific alternatives where indicated. Select interventions/outcomes after patient assessment; use licensed source content for definitions, indicators, activities, scales, and scoring."
00446,Readiness for enhanced intimate partner relationship,Prontidão para um relacionamento íntimo mais profundo,"NIC 5240 — Counselling. Local example activities: create a private, non-judgmental space for the person or couple to identify the relationship issue, goals and what each person is willing to discuss; assess communication patterns, expectations, stressors, intimacy, caregiving burden and safety, including coercion or violence, before framing the issue as a mutual relationship problem; support active listening, clear requests, boundaries and collaborative problem solving when both parties can participate safely; avoid couple-focused counselling when abuse or coercive control makes joint work unsafe and follow safeguarding pathways; refer persistent complex conflict, sexual-health or mental-health concerns to appropriate specialists.","NIC 5240 — Aconselhamento. Exemplos locais de atividades: criar espaço privado e não julgador para a pessoa ou casal identificar questão relacional, objetivos e o que cada um aceita discutir; avaliar padrões de comunicação, expectativas, estressores, intimidade, sobrecarga de cuidado e segurança, incluindo coerção ou violência, antes de enquadrar a questão como problema do casal; apoiar escuta ativa, pedidos claros, limites e resolução colaborativa quando ambos puderem participar com segurança; evitar aconselhamento conjunto quando abuso ou controle coercitivo tornar o trabalho inseguro e seguir fluxos de proteção; encaminhar conflito complexo persistente, questões de saúde sexual ou mental para especialistas apropriados.","NOC 1502 — Social Interaction Skills. Local example evaluation: observe whether the person can initiate, maintain and end interactions, express needs or boundaries, listen and respond to others in relationships that matter to them; document communication barriers, anxiety, conflict patterns and ability to use repair or problem-solving strategies; assess reciprocity and safety rather than judging sociability by frequency alone; compare comfort and effectiveness across relevant settings and relationships; use selected licensed NOC indicators and scale for formal scoring and address coercion, abuse or severe social anxiety separately.","NOC 1502 — Habilidades de Interação Social. Exemplo local de avaliação: observar se a pessoa consegue iniciar, manter e encerrar interações, expressar necessidades ou limites, ouvir e responder em relações importantes; documentar barreiras de comunicação, ansiedade, padrões de conflito e capacidade de usar reparo ou resolução de problemas; avaliar reciprocidade e segurança em vez de julgar sociabilidade apenas pela frequência; comparar conforto e eficácia em contextos e relacionamentos relevantes; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e abordar coerção, abuso ou ansiedade social grave separadamente.","NANDA-I 2024-2026, 13th edition",7,3,468,578,"Nursing Interventions Classification (NIC), 8th edition",5240,Counselling,Aconselhamento,"Nursing Outcomes Classification (NOC), 7th edition",1502,Social Interaction Skills,Habilidades de Interação Social,curated_current_editions_contextual,moderate,"Context-aware educational NANDA-to-NIC/NOC mapping curated against NANDA-I 2024-2026 (13th), NIC 8th, and NOC 7th. Legacy primary fields are retained for compatibility; the API also exposes alternative/context-specific links. It is not an official crosswalk and does not replace clinical judgment or local protocols.",2026-09-08,https://doi.org/10.1111/jan.16652,Counselling plus social interaction skills is a safer relationship-focused linkage than the prior pregnancy-specific mapping.,"Compatibility primary mapping plus context-specific alternatives where indicated. Select interventions/outcomes after patient assessment; use licensed source content for definitions, indicators, activities, scales, and scoring."
00052,Impaired social interaction,Interação social prejudicada,"NIC 5100 — Socialization Enhancement. Local example activities: ask which relationships and social activities are meaningful to the person and whether loneliness reflects too little contact, poor-quality contact or difficulty participating; identify communication, mobility, anxiety, stigma, transport, financial or accessibility barriers; support small, chosen opportunities for contact such as a trusted person, peer group, community activity or accessible digital connection rather than forcing social exposure; practise communication or social skills when the person wants this and link to community resources; evaluate whether connection and comfort improve and screen persistent severe loneliness for depression, abuse or other safety concerns.","NIC 5100 — Melhora da Socialização. Exemplos locais de atividades: perguntar quais relacionamentos e atividades sociais são significativos e se a solidão decorre de pouco contato, contato de baixa qualidade ou dificuldade de participação; identificar barreiras de comunicação, mobilidade, ansiedade, estigma, transporte, finanças ou acessibilidade; apoiar pequenas oportunidades escolhidas de contato, como pessoa de confiança, grupo de pares, atividade comunitária ou conexão digital acessível, em vez de forçar exposição social; praticar habilidades de comunicação ou sociais quando desejado e conectar a recursos comunitários; avaliar melhora da conexão e conforto e rastrear solidão grave persistente para depressão, abuso ou outros riscos.","NOC 1502 — Social Interaction Skills. Local example evaluation: observe whether the person can initiate, maintain and end interactions, express needs or boundaries, listen and respond to others in relationships that matter to them; document communication barriers, anxiety, conflict patterns and ability to use repair or problem-solving strategies; assess reciprocity and safety rather than judging sociability by frequency alone; compare comfort and effectiveness across relevant settings and relationships; use selected licensed NOC indicators and scale for formal scoring and address coercion, abuse or severe social anxiety separately.","NOC 1502 — Habilidades de Interação Social. Exemplo local de avaliação: observar se a pessoa consegue iniciar, manter e encerrar interações, expressar necessidades ou limites, ouvir e responder em relações importantes; documentar barreiras de comunicação, ansiedade, padrões de conflito e capacidade de usar reparo ou resolução de problemas; avaliar reciprocidade e segurança em vez de julgar sociabilidade apenas pela frequência; comparar conforto e eficácia em contextos e relacionamentos relevantes; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e abordar coerção, abuso ou ansiedade social grave separadamente.","NANDA-I 2024-2026, 13th edition",7,3,469,580,"Nursing Interventions Classification (NIC), 8th edition",5100,Socialization Enhancement,Melhora da Socialização,"Nursing Outcomes Classification (NOC), 7th edition",1502,Social Interaction Skills,Habilidades de Interação Social,curated_current_editions_contextual,high,"Context-aware educational NANDA-to-NIC/NOC mapping curated against NANDA-I 2024-2026 (13th), NIC 8th, and NOC 7th. Legacy primary fields are retained for compatibility; the API also exposes alternative/context-specific links. It is not an official crosswalk and does not replace clinical judgment or local protocols.",2026-09-08,https://doi.org/10.1111/jan.16652,Socialization Enhancement and Social Interaction Skills directly match impaired social interaction.,"Compatibility primary mapping plus context-specific alternatives where indicated. Select interventions/outcomes after patient assessment; use licensed source content for definitions, indicators, activities, scales, and scoring."
00221,Ineffective childbearing process,Processo de gravidez ineficaz,"NIC 6960 — Prenatal Care. Local example activities: support regular antenatal contacts and completion of scheduled maternal and fetal assessments, including blood pressure, relevant laboratory tests and fetal growth/assessment according to gestation and local guidance; review nutrition, prescribed supplements, medicines, vaccination and tobacco/alcohol/substance exposure; address common pregnancy symptoms and barriers to care and provide individualized education on birth, breastfeeding and postpartum planning; teach when to seek urgent assessment for bleeding, severe headache/visual symptoms, severe abdominal pain, fluid leakage, reduced fetal movement, fever or labour symptoms; document findings and coordinate referral when risk factors or complications are identified.","NIC 6960 — Cuidados Pré-Natais. Exemplos locais de atividades: apoiar contatos pré-natais regulares e a realização das avaliações maternas e fetais programadas, incluindo pressão arterial, exames laboratoriais relevantes e avaliação/crescimento fetal conforme idade gestacional e diretrizes locais; revisar nutrição, suplementos prescritos, medicamentos, vacinação e exposição a tabaco/álcool/substâncias; abordar sintomas comuns da gestação e barreiras ao cuidado e oferecer educação individualizada sobre parto, amamentação e planejamento pós-parto; ensinar quando buscar avaliação urgente diante de sangramento, cefaleia intensa/alterações visuais, dor abdominal intensa, perda de líquido, redução dos movimentos fetais, febre ou sintomas de trabalho de parto; documentar achados e coordenar encaminhamento quando forem identificados fatores de risco ou complicações.","NOC 2509 — Maternal Status: Antepartum. Local evaluation examples: trend maternal blood pressure, pulse, symptoms, weight/nutrition and other prescribed antenatal observations/laboratory findings appropriate to gestation and risk; assess for warning symptoms such as bleeding, severe headache/visual change, severe abdominal/epigastric pain, fluid leakage, fever or reduced fetal movement that require obstetric review; document tolerance/adherence to prescribed medicines, supplements and surveillance; assess access to antenatal care and barriers; use selected licensed NOC indicators/scale for formal scoring while keeping maternal clinical findings explicit.","NOC 2509 — Estado Materno: Anteparto. Exemplos locais de avaliação: acompanhar pressão arterial materna, pulso, sintomas, peso/nutrição e outras observações/exames pré-natais prescritos conforme idade gestacional e risco; avaliar sinais de alerta como sangramento, cefaleia intensa/alteração visual, dor abdominal/epigástrica intensa, perda de líquido, febre ou redução de movimentos fetais que exijam avaliação obstétrica; documentar tolerância/adesão a medicamentos, suplementos e vigilância prescritos; avaliar acesso ao pré-natal e barreiras; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal mantendo achados maternos explícitos.","NANDA-I 2024-2026, 13th edition",7,3,471,582,"Nursing Interventions Classification (NIC), 8th edition",6960,Prenatal Care,Cuidados Pré-Natais,"Nursing Outcomes Classification (NOC), 7th edition",2509,Maternal Status: Antepartum,Estado Materno: Anteparto,curated_current_editions_contextual,moderate,"Context-aware educational NANDA-to-NIC/NOC mapping curated against NANDA-I 2024-2026 (13th), NIC 8th, and NOC 7th. Legacy primary fields are retained for compatibility; the API also exposes alternative/context-specific links. It is not an official crosswalk and does not replace clinical judgment or local protocols.",2026-09-08,https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,Legacy NIC 6780 is not present in NIC 8th. Prenatal Care (6960) and Maternal Status: Antepartum (2509) are used as compatibility primaries; intrapartum/postpartum alternatives are exposed separately because childbearing-process care is phase dependent.,"Compatibility primary mapping plus context-specific alternatives where indicated. Select interventions/outcomes after patient assessment; use licensed source content for definitions, indicators, activities, scales, and scoring."
