classification,code,current_label_en,current_label_pt,status,risk_review,old_label_en,recovered_en,recovered_pt,diagnosis_count,diagnosis_codes,diagnoses_en,diagnoses_pt,review_en,review_pt,fact_check_notes,source_notes,review_status
NIC,1803,Self-Care Assistance: Feeding,Assistência no Autocuidado: Alimentação,RECOVERED_FACT_CHECK_REQUIRED,HIGH,Self-Care Assistance: Feeding,NIC 1803 — Self-Care Assistance: Feeding. Example activities: Assess ability to eat; position safely; provide adaptive assistance and monitor intake and tolerance.,NIC 1803 — Assistência no autocuidado: alimentação (English: Self-Care Assistance: Feeding). Exemplos de atividades: Avaliar capacidade para alimentar-se; posicionar com segurança; oferecer ajuda adaptada e monitorar ingestão e tolerância.,1,00328,Decreased feeding abilities,Capacidade de alimentação reduzida,"NIC 1803 — Self-Care Assistance: Feeding. Local example activities: assess the person’s ability to sit, reach, grasp, chew, swallow and use utensils safely; position upright and provide only the assistance or adaptive equipment needed to preserve independence; follow any prescribed texture, fluid or swallowing plan; supervise for coughing, choking, wet voice, fatigue or reduced intake and pause feeding if safety is uncertain; document intake, tolerance and the level of assistance required and refer new swallowing concerns for assessment.","NIC 1803 — Assistência no Autocuidado: Alimentação. Exemplos locais de atividades: avaliar a capacidade da pessoa de sentar-se, alcançar, segurar utensílios, mastigar, deglutir e alimentar-se com segurança; posicionar em postura ereta e oferecer apenas a ajuda ou os dispositivos adaptativos necessários para preservar a independência; seguir qualquer plano prescrito de consistência, líquidos ou deglutição; supervisionar tosse, engasgo, voz molhada, fadiga ou baixa ingestão e interromper a alimentação se houver dúvida quanto à segurança; registrar ingestão, tolerância e nível de ajuda necessário e encaminhar novas alterações da deglutição para avaliação.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.asha.org/practice-portal/clinical-topics/adult-dysphagia/,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
NIC,1804,Self-Care Assistance: Toileting,Assistência no Autocuidado: Uso do Banheiro,AUTHOR_NEW,STANDARD,,,,1,00329,Decreased toileting abilities,Diminuição da capacidade de usar o banheiro,"NIC 1804 — Self-Care Assistance: Toileting. Local example activities: assess mobility, transfer ability, clothing management, continence, cognition and the assistance needed to reach and use the toilet safely; provide prompt access, privacy, appropriate seat height/supports and prescribed transfer equipment; encourage the person to perform clothing, hygiene and transfer steps they can do safely and use continence aids only as needed; maintain perineal skin care and monitor for constipation, urinary symptoms or retention that complicate toileting; document assistance and accidents/near-falls and request therapy/continence review when function changes.","NIC 1804 — Assistência no Autocuidado: Uso do Banheiro. Exemplos locais de atividades: avaliar mobilidade, capacidade de transferência, manejo de roupas, continência, cognição e assistência necessária para alcançar e usar o banheiro com segurança; oferecer acesso rápido, privacidade, altura adequada do assento/apoios e equipamento de transferência prescrito; estimular a pessoa a realizar etapas de roupas, higiene e transferência que consiga fazer com segurança e usar auxiliares de continência apenas quando necessários; manter cuidado da pele perineal e monitorar constipação, sintomas urinários ou retenção que compliquem o toalete; documentar assistência e acidentes/quase-quedas e solicitar revisão de terapia/continência quando a função mudar.",Toileting assistance aligned with functional rehabilitation and continence management.,https://www.nice.org.uk/guidance/ng236/chapter/Recommendations | https://www.nice.org.uk/guidance/ng123/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,1850,Sleep Enhancement,Melhora do Sono,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Sleep Enhancement,NIC 1850 — Sleep Enhancement. Example activities: Assess sleep pattern; reduce avoidable noise/light; establish a consistent sleep routine and address modifiable barriers.,NIC 1850 — Melhora do sono (English: Sleep Enhancement). Exemplos de atividades: Avaliar padrão de sono; reduzir ruído/luz evitáveis; estabelecer rotina consistente e abordar barreiras modificáveis.,5,00323; 00337; 00407; 00408; 00417,Ineffective sleep hygiene behaviours | Ineffective sleep pattern | Risk for ineffective sleep pattern | Risk for ineffective sleep hygiene behaviours | Readiness for enhanced sleep pattern,Comportamentos ineficazes de higiene do sono | Padrão de sono ineficaz | Risco de padrão de sono ineficaz | Risco de comportamentos ineficazes de higiene do sono | Preparação para um padrão de sono melhorado,"NIC 1850 — Sleep Enhancement. Local example activities: assess sleep timing, duration, awakenings, naps, environment, symptoms and medicines/substances that may disrupt sleep; support a consistent sleep/wake schedule and a dark, quiet, comfortable sleep environment where feasible; reduce avoidable nighttime interruptions and encourage a wind-down routine while avoiding caffeine, nicotine, alcohol or stimulating screen use near bedtime when relevant; address pain, dyspnoea, nocturia or anxiety that is fragmenting sleep; document response and refer persistent insomnia, suspected sleep apnoea or marked daytime impairment for assessment.","NIC 1850 — Melhora do Sono. Exemplos locais de atividades: avaliar horário, duração, despertares, cochilos, ambiente, sintomas e medicamentos/substâncias que possam prejudicar o sono; apoiar horário consistente para dormir/acordar e ambiente escuro, silencioso e confortável quando possível; reduzir interrupções noturnas evitáveis e estimular rotina de desaceleração, evitando cafeína, nicotina, álcool ou uso estimulante de telas próximo ao horário de dormir quando pertinente; abordar dor, dispneia, noctúria ou ansiedade que estejam fragmentando o sono; documentar resposta e encaminhar insônia persistente, suspeita de apneia do sono ou comprometimento diurno importante para avaliação.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.nhlbi.nih.gov/health/insomnia/treatment,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NIC,1860,Swallowing Therapy,Terapia para Deglutição,AUTHOR_NEW,HIGH,,,,1,00103,Impaired swallowing,Dificuldade de deglutição,"NIC 1860 — Swallowing Therapy. Local example activities: follow the swallowing plan established after appropriate assessment; optimize posture and positioning for meals and use only the prescribed food/liquid consistency, bolus size, pacing and compensatory strategy; cue the person through prescribed swallowing techniques without inventing manoeuvres at bedside; monitor for cough, throat clearing, wet/gurgly voice, respiratory change, fatigue or oral residue; provide regular oral care and stop oral intake and escalate when aspiration or unsafe swallowing is suspected.","NIC 1860 — Terapia para Deglutição. Exemplos locais de atividades: seguir o plano de deglutição definido após avaliação adequada; otimizar postura e posicionamento nas refeições e utilizar somente consistência de alimentos/líquidos, volume do bolo, ritmo e estratégia compensatória prescritos; orientar a pessoa nas técnicas de deglutição prescritas sem criar manobras à beira-leito; monitorar tosse, pigarro, voz molhada/gorgolejante, alteração respiratória, fadiga ou resíduo oral; realizar higiene oral regular e interromper a ingestão por via oral e escalar o cuidado quando houver suspeita de aspiração ou deglutição insegura.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.asha.org/practice-portal/clinical-topics/adult-dysphagia/,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
NIC,2080,Fluid/Electrolyte Management,Controle de Líquidos/Eletrólitos,AUTHOR_NEW,STANDARD,,,,1,00491,Risk for impaired water-electrolyte balance,Risco de desequilíbrio hidroeletrolítico,"NIC 2080 — Fluid/Electrolyte Management. Local example activities: review the prescribed fluid/electrolyte plan and assess intake, losses, urine output, weight, oedema, thirst, vital signs and relevant renal/electrolyte laboratory results; identify ongoing abnormal losses, redistribution or medicines/conditions that alter sodium, potassium, magnesium or water balance; administer prescribed oral/enteral/IV replacement or restriction exactly to the plan and account for significant sources; repeat clinical and laboratory assessment at the required interval and check response before additional correction; escalate arrhythmia, severe weakness, neurological change, oliguria, seizures, marked electrolyte abnormality or rapid fluid-status deterioration.","NIC 2080 — Controle de Líquidos/Eletrólitos. Exemplos locais de atividades: revisar plano prescrito de líquidos/eletrólitos e avaliar ingestão, perdas, diurese, peso, edema, sede, sinais vitais e exames renais/eletrolíticos relevantes; identificar perdas anormais contínuas, redistribuição ou medicamentos/condições que alterem sódio, potássio, magnésio ou água; administrar reposição ou restrição oral/enteral/IV prescrita exatamente conforme o plano e contabilizar fontes significativas; repetir avaliação clínica/laboratorial no intervalo exigido e verificar resposta antes de correção adicional; escalar arritmia, fraqueza intensa, alteração neurológica, oligúria, convulsões, alteração eletrolítica importante ou deterioração rápida do estado volêmico.",Fluid/electrolyte examples aligned with NICE IV-fluid monitoring principles; no unprescribed correction amounts.,https://www.nice.org.uk/guidance/cg174/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,2620,Neurologic Monitoring,Monitoração Neurológica,AUTHOR_NEW,HIGH,,,,2,00010; 00201,Risk for autonomic dysreflexia | Risk for ineffective cerebral tissue perfusion,Risco de disreflexia autonômica | Risco de perfusão ineficaz do tecido cerebral,"NIC 2620 — Neurologic Monitoring. Local example activities: establish and trend level of consciousness, orientation, pupil size/reactivity, speech and limb movement together with respiratory rate, heart rate, blood pressure, temperature and oxygen saturation as clinically indicated; compare findings with the person’s baseline and watch for new focal deficits, severe headache, vomiting, seizure or sudden change in behaviour; in people at risk of autonomic dysreflexia, promptly check blood pressure and look for common triggers such as bladder or bowel problems while activating the local response pathway; increase observation frequency and escalate immediately for neurological deterioration.","NIC 2620 — Monitoração Neurológica. Exemplos locais de atividades: estabelecer e acompanhar nível de consciência, orientação, tamanho/reatividade pupilar, fala e movimentos dos membros, juntamente com frequência respiratória, frequência cardíaca, pressão arterial, temperatura e saturação de oxigênio conforme indicação clínica; comparar os achados com o estado basal e observar novos déficits focais, cefaleia intensa, vômitos, convulsão ou mudança súbita de comportamento; em pessoas com risco de disreflexia autonômica, verificar prontamente a pressão arterial e procurar gatilhos comuns, como problemas vesicais ou intestinais, enquanto se aciona o protocolo local; aumentar a frequência das observações e escalar imediatamente diante de deterioração neurológica.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.nice.org.uk/guidance/ng232/chapter/Recommendations | https://pva.org/research-resources/publications/clinical-practice-guidelines/,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
NIC,2660,Peripheral Sensation Management,Controle da Sensibilidade Periférica,AUTHOR_NEW,STANDARD,,,,1,00425,Risk for impaired peripheral neurovascular function,Risco de comprometimento da função neurovascular periférica,"NIC 2660 — Peripheral Sensation Management. Local example activities: establish baseline sensation, movement, pain, temperature perception and circulation in the affected limb/area and compare sides when appropriate; protect areas with reduced sensation from pressure, friction, sharp objects and unmonitored heat/cold and inspect skin regularly; teach safe footwear, positioning and daily skin/foot checks when sensory loss is persistent; reassess after casts, splints, surgery, vascular access or positioning for new numbness, tingling, weakness, pallor/coolness or swelling; escalate sudden sensory/motor loss, severe pain out of proportion, absent pulses or other signs of acute neurovascular compromise.","NIC 2660 — Controle da Sensibilidade Periférica. Exemplos locais de atividades: estabelecer linha de base de sensibilidade, movimento, dor, percepção térmica e circulação na área/membro afetado e comparar lados quando apropriado; proteger áreas com sensibilidade reduzida contra pressão, fricção, objetos cortantes e calor/frio não monitorados e inspecionar pele regularmente; ensinar calçados seguros, posicionamento e inspeção diária de pele/pés quando a perda sensorial for persistente; reavaliar após gessos, órteses, cirurgia, acesso vascular ou posicionamento quanto a nova dormência, formigamento, fraqueza, palidez/frialdade ou edema; escalar perda sensitiva/motora súbita, dor intensa desproporcional, ausência de pulsos ou outros sinais de comprometimento neurovascular agudo.",Sensory-protection examples reviewed for neurovascular safety and rehabilitation scope.,https://www.nice.org.uk/guidance/ng252/chapter/Rehabilitation-to-maintain-improve-or-support-function,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,2870,Post-anaesthesia Care,Cuidados Pós-Anestesia,AUTHOR_NEW,STANDARD,,,,2,00464; 00465,Risk for impaired surgical recovery | Impaired surgical recovery,Risco de recuperação cirúrgica comprometida | Recuperação cirúrgica prejudicada,"NIC 2870 — Post-anaesthesia Care. Local example activities: receive structured handover on procedure, anaesthetic, airway, analgesia, fluids, blood loss, complications and comorbidities and verify postoperative orders; monitor airway patency, respiratory rate/effort, oxygenation, circulation, consciousness, pain, nausea/vomiting, temperature and surgical sites at recovery-appropriate intervals; maintain safe positioning and assist prescribed oxygen, fluids, analgesia/antiemetics and other recovery measures while reassessing response; check for bleeding, airway obstruction, hypoventilation, hypotension, severe pain, delirium or unexpected weakness; use clear discharge-from-recovery criteria and escalate instability rather than transferring prematurely.","NIC 2870 — Cuidados Pós-Anestesia. Exemplos locais de atividades: receber passagem estruturada sobre procedimento, anestesia, vias aéreas, analgesia, líquidos, perda sanguínea, complicações e comorbidades e confirmar prescrições pós-operatórias; monitorar permeabilidade das vias aéreas, frequência/esforço respiratório, oxigenação, circulação, consciência, dor, náuseas/vômitos, temperatura e sítios cirúrgicos em intervalos apropriados à recuperação; manter posicionamento seguro e auxiliar oxigênio, fluidos, analgesia/antieméticos e outras medidas prescritas, reavaliando resposta; verificar sangramento, obstrução de via aérea, hipoventilação, hipotensão, dor intensa, delirium ou fraqueza inesperada; usar critérios claros de alta da recuperação e escalar instabilidade em vez de transferir precocemente.",Post-anaesthesia monitoring examples aligned with NICE perioperative care.,https://www.nice.org.uk/guidance/ng180/chapter/Recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,3200,Aspiration Precautions,Precauções contra Aspiração,AUTHOR_NEW,HIGH,,,,1,00039,Risk for aspiration,Risco de aspiração,"NIC 3200 — Aspiration Precautions. Local example activities: identify aspiration risk and verify the current swallowing/feeding plan before oral intake; keep the person appropriately upright for eating and drinking and use prescribed textures, bolus sizes, pacing and assistance; supervise high-risk intake and monitor for cough, choking, wet voice, pocketing, respiratory change or reduced oxygenation; maintain good oral hygiene and secretion management; stop intake and seek urgent reassessment if aspiration, acute respiratory distress or an unsafe swallow is suspected.","NIC 3200 — Precauções contra Aspiração. Exemplos locais de atividades: identificar risco de aspiração e confirmar o plano atual de deglutição/alimentação antes da ingestão por via oral; manter a pessoa adequadamente sentada/ereta para comer e beber e utilizar consistências, volumes de bolo, ritmo e assistência prescritos; supervisionar a ingestão de alto risco e monitorar tosse, engasgo, voz molhada, acúmulo de alimento na boca, alteração respiratória ou queda da oxigenação; manter boa higiene oral e manejo de secreções; interromper a ingestão e solicitar reavaliação urgente se houver suspeita de aspiração, desconforto respiratório agudo ou deglutição insegura.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.asha.org/practice-portal/clinical-topics/adult-dysphagia/,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
NIC,3250,Cough Enhancement,Melhora da Tosse,AUTHOR_NEW,STANDARD,,,,1,00031,Ineffective airway clearance,Desobstrução ineficaz das vias aéreas,"NIC 3250 — Cough Enhancement. Local example activities: assess cough strength, breath sounds, respiratory effort, secretion amount/viscosity and ability to clear sputum independently; optimize upright positioning and hydration when appropriate and coach supported huff/cough or deep-breathing techniques included in the person’s respiratory plan; assist mobilization and prescribed airway-clearance devices/physiotherapy and provide splinting/support after surgery when indicated; monitor fatigue, pain and oxygenation and allow rest between efforts; escalate ineffective clearance with increasing distress, hypoxaemia, exhaustion, haemoptysis or suspected airway obstruction.","NIC 3250 — Melhora da Tosse. Exemplos locais de atividades: avaliar força da tosse, sons respiratórios, esforço, quantidade/viscosidade das secreções e capacidade de eliminar escarro independentemente; otimizar posição ereta e hidratação quando apropriado e orientar técnicas de huff/tosse apoiada ou respiração profunda incluídas no plano respiratório; auxiliar mobilização e dispositivos/fisioterapia de higiene brônquica prescritos e oferecer suporte à incisão após cirurgia quando indicado; monitorar fadiga, dor e oxigenação e permitir repouso entre esforços; escalar eliminação ineficaz com aumento de desconforto, hipoxemia, exaustão, hemoptise ou suspeita de obstrução.",Respiratory safety reviewed against acute and perioperative guidance; local examples only.,https://www.nice.org.uk/guidance/cg50/chapter/recommendations | https://www.nice.org.uk/guidance/ng180/chapter/Recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,3350,Respiratory Monitoring,Monitoração Respiratória,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Respiratory Monitoring,"NIC 3350 — Respiratory Monitoring. Example activities: Monitor respiratory rate, effort, breath sounds, and oxygenation as indicated; document trends and changes.","NIC 3350 — Monitorização respiratória (English: Respiratory Monitoring). Exemplos de atividades: Monitorar frequência, esforço respiratório, sons respiratórios e oxigenação conforme indicado; registrar tendências e mudanças.",1,00030,Impaired gas exchange,Troca gasosa prejudicada,"NIC 3350 — Respiratory Monitoring. Local example activities: trend respiratory rate, depth and pattern, work of breathing, chest movement, breath sounds and oxygen saturation against baseline and the person’s target range; observe cough, sputum/secretions, ability to speak and mental status; increase observation frequency when findings worsen or after a respiratory intervention; check the response to prescribed oxygen, bronchodilator, positioning or airway-clearance measures; escalate new or increasing respiratory distress, cyanosis, exhaustion, altered consciousness or worsening oxygenation.","NIC 3350 — Monitoração Respiratória. Exemplos locais de atividades: acompanhar frequência, profundidade e padrão respiratório, esforço, movimento torácico, sons respiratórios e saturação de oxigênio em relação à linha de base e à meta individual; observar tosse, escarro/secreções, capacidade de falar e estado mental; aumentar a frequência das observações quando os achados piorarem ou após intervenção respiratória; verificar resposta ao oxigênio, broncodilatador, posicionamento ou medidas de higiene brônquica prescritos; escalar desconforto respiratório novo ou crescente, cianose, exaustão, alteração da consciência ou piora da oxigenação.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.nice.org.uk/guidance/CG50/chapter/recommendations,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NIC,3390,Ventilation Assistance,Assistência Ventilatória,AUTHOR_NEW,HIGH,,,,4,00032; 00033; 00430; 00431,Ineffective breathing pattern | Impaired spontaneous ventilation | Impaired adult ventilatory weaning response | Impaired child ventilatory weaning response,Padrão respiratório ineficaz | Ventilação espontânea prejudicada | Resposta prejudicada ao desmame ventilatório em adultos | Resposta prejudicada ao desmame ventilatório em crianças,"NIC 3390 — Ventilation Assistance. Local example activities: assess respiratory rate, depth, pattern, chest movement, work of breathing, breath sounds and oxygenation and trend them against baseline; position the person to support ventilation and airway expansion when clinically appropriate; assist with prescribed oxygen, non-invasive or invasive ventilatory support and airway-clearance measures, checking interface fit, synchrony and tolerance; reassess after changes in support and monitor for fatigue, rising respiratory effort, altered mental state or worsening gas exchange; escalate promptly when ventilation is inadequate or deteriorating.","NIC 3390 — Assistência Ventilatória. Exemplos locais de atividades: avaliar frequência, profundidade e padrão respiratório, expansibilidade torácica, esforço respiratório, sons respiratórios e oxigenação e compará-los ao estado basal; posicionar a pessoa para favorecer ventilação e expansão das vias aéreas quando clinicamente apropriado; auxiliar no uso de oxigênio prescrito, suporte ventilatório não invasivo ou invasivo e medidas de higiene brônquica, verificando ajuste da interface, sincronia e tolerância; reavaliar após mudanças no suporte e monitorar fadiga, aumento do esforço respiratório, alteração do estado mental ou piora das trocas gasosas; escalar prontamente quando a ventilação estiver inadequada ou em deterioração.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.nice.org.uk/guidance/CG50/chapter/recommendations,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
NIC,3520,Pressure Injury Care,Cuidados com Lesão por Pressão,AUTHOR_NEW,HIGH,,,,3,00287; 00312; 00313,Neonatal pressure injury | Adult pressure injury | Child pressure injury,Lesão por pressão neonatal | Lesão por pressão em adultos | Lesão por pressão infantil,"NIC 3520 — Pressure Injury Care. Local example activities: assess and document the wound and surrounding skin using the local pressure-injury classification system, including size, depth/visible tissue, exudate, odour, pain and skin changes; relieve pressure and shear with individualized repositioning, off-loading and an appropriate support surface; cleanse and apply dressings or topical treatment according to the wound-care plan; manage moisture/incontinence and address nutrition/hydration risks with the multidisciplinary team; monitor for spreading erythema, increasing pain, purulence, fever or other signs of infection and escalate deterioration.","NIC 3520 — Cuidados com Lesão por Pressão. Exemplos locais de atividades: avaliar e documentar a lesão e a pele ao redor utilizando o sistema local de classificação de lesão por pressão, incluindo tamanho, profundidade/tecido visível, exsudato, odor, dor e alterações cutâneas; aliviar pressão e cisalhamento com reposicionamento individualizado, descarga de pressão e superfície de suporte apropriada; limpar e aplicar coberturas ou tratamento tópico conforme o plano de cuidados da ferida; controlar umidade/incontinência e abordar riscos nutricionais e de hidratação com a equipe multiprofissional; monitorar eritema em expansão, aumento da dor, secreção purulenta, febre ou outros sinais de infecção e escalar a deterioração.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.nice.org.uk/guidance/cg179/chapter/Recommendations | https://www.cdc.gov/infection-control/hcp/basics/standard-precautions.html,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
NIC,3540,Pressure Injury Prevention,Prevenção de Lesão por Pressão,AUTHOR_NEW,HIGH,,,,3,00286; 00288; 00304,Risk for child pressure injury | Risk for neonatal pressure injury | Risk for adult pressure injury,Risco de lesão por pressão em crianças | Risco de lesão por pressão neonatal | Risco de lesão por pressão em adultos,"NIC 3540 — Pressure Injury Prevention. Local example activities: assess pressure-injury risk and inspect skin, especially over pressure points and beneath devices; reposition or assist repositioning at an individualized frequency and use pressure-redistributing surfaces and heel/device off-loading as indicated; keep skin clean and appropriately dry while managing incontinence and excess moisture; minimize friction and shear during transfers and positioning; monitor nutrition, hydration and mobility risks and document the prevention plan and skin response.","NIC 3540 — Prevenção de Lesão por Pressão. Exemplos locais de atividades: avaliar risco de lesão por pressão e inspecionar a pele, especialmente sobre proeminências ósseas e sob dispositivos; reposicionar ou auxiliar o reposicionamento em frequência individualizada e utilizar superfícies de redistribuição de pressão e alívio de calcanhares/dispositivos quando indicado; manter a pele limpa e adequadamente seca, controlando incontinência e excesso de umidade; minimizar fricção e cisalhamento durante transferências e posicionamento; monitorar riscos relacionados à nutrição, hidratação e mobilidade e documentar o plano preventivo e a resposta da pele.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.nice.org.uk/guidance/cg179/chapter/Recommendations,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
NIC,3590,Skin Surveillance,Supervisão da Pele,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Skin Surveillance,NIC 3590 — Skin Surveillance. Example activities: Inspect skin regularly; identify pressure/friction risks; document findings and implement protective measures.,NIC 3590 — Vigilância da pele (English: Skin Surveillance). Exemplos de atividades: Inspecionar a pele regularmente; identificar riscos de pressão/atrito; registrar achados e implementar medidas protetoras.,2,00047; 00248,Risk for impaired skin integrity | Risk for impaired tissue integrity,Risco de integridade da pele comprometida | Risco de integridade tecidual comprometida,"NIC 3590 — Skin Surveillance. Local example activities: inspect skin systematically with attention to pressure points, folds, device contact areas, wounds and sites exposed to moisture; assess colour/discolouration, temperature, moisture, firmness, pain and integrity and compare with previous findings, taking care not to rely only on redness in darker skin tones; identify pressure, friction, shear, incontinence and device-related risks and start protective measures; document location and change over time; escalate non-blanching discolouration, rapidly spreading inflammation, blistering, necrosis or suspected infection.","NIC 3590 — Supervisão da Pele. Exemplos locais de atividades: inspecionar a pele de forma sistemática com atenção a pontos de pressão, pregas, áreas de contato com dispositivos, feridas e locais expostos à umidade; avaliar cor/descoloração, temperatura, umidade, consistência, dor e integridade e comparar com achados prévios, evitando depender apenas de vermelhidão em tons de pele mais escuros; identificar riscos por pressão, fricção, cisalhamento, incontinência e dispositivos e iniciar medidas protetoras; documentar localização e evolução; escalar descoloração não branqueável, inflamação em rápida expansão, bolhas, necrose ou suspeita de infecção.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.nice.org.uk/guidance/cg179/chapter/Recommendations,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NIC,3660,Wound Care,Cuidados com Feridas,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Wound Care,"NIC 3660 — Wound Care. Example activities: Assess wound characteristics; perform ordered care with aseptic technique; document appearance, drainage, and response.","NIC 3660 — Cuidados com feridas (English: Wound Care). Exemplos de atividades: Avaliar características da ferida; realizar cuidados prescritos com técnica asséptica; registrar aspecto, exsudato e resposta.",2,00044; 00046,Impaired tissue integrity | Impaired skin integrity,Integridade tecidual comprometida | Integridade da pele comprometida,"NIC 3660 — Wound Care. Local example activities: assess wound cause, location, dimensions, wound bed, edges, surrounding skin, exudate, odour and pain before treatment and trend healing over time; cleanse and perform the prescribed wound procedure using the required clean/aseptic technique; select/apply dressings according to the wound plan, exudate, pain and tissue needs rather than by habit; protect surrounding skin and address pressure, moisture and nutrition factors; escalate increasing pain, spreading erythema, purulent drainage, fever, tissue necrosis or failure to progress as expected.","NIC 3660 — Cuidados com Feridas. Exemplos locais de atividades: avaliar causa, localização, dimensões, leito, bordas, pele ao redor, exsudato, odor e dor antes do tratamento e acompanhar cicatrização ao longo do tempo; limpar e realizar o procedimento prescrito com a técnica limpa/asséptica exigida; selecionar/aplicar coberturas conforme o plano da ferida, exsudato, dor e necessidade do tecido, evitando escolha por hábito; proteger a pele ao redor e abordar fatores de pressão, umidade e nutrição; escalar aumento da dor, eritema em expansão, secreção purulenta, febre, necrose ou ausência de evolução esperada.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.nice.org.uk/advice/esmpb2/chapter/key-points-from-the-evidence | https://www.nice.org.uk/guidance/cg179/chapter/Recommendations,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
